Gamma,Formation Date,SPY,QQQ,IWM,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ
10,2013-07-01,0.4041195567370533,0.09508154548971977,3.0216099517814094e-09,1.9041003024271396e-09,1.3572479647373507e-09,0.1270896751646554,0.3500281481632635,4.19606618611361e-08,0.023681014794138703,2.329395350727661e-09,3.3809447191871214e-09,5.697209392320923e-09
10,2013-08-01,0.39658695229221613,0.1233013067672742,1.4993646054569375e-09,7.447621740880367e-10,5.862617352735583e-10,0.13327995314606988,0.34683159356965526,2.021206170194445e-08,1.6349499187341878e-07,4.910502243057529e-09,1.5275791444299574e-09,1.2492609802057387e-09
10,2013-09-03,0.2424642653799788,0.24947939395593954,2.3921919092789295e-09,6.969379251892247e-10,7.239996666427544e-10,0.24517812737771483,0.2556627583647075,2.70142452211825e-08,0.007215406496535458,1.3396643715513714e-08,3.3211157693121085e-09,8.799898362150651e-10
10,2013-10-01,0.293155364704536,0.1815194470769715,3.0964151571563655e-08,6.597430087700757e-09,5.5896690754399475e-09,0.30593573002271374,0.21938867974901857,1.1032883974702028e-07,5.891835046241989e-07,1.4502288196876446e-08,1.0766663225643497e-08,1.0514213707256446e-08
10,2013-11-01,0.4569559482654265,0.0702245730999292,2.7463451403193955e-09,1.405477015955134e-09,9.272776049338996e-10,0.09577394075501393,0.37704512196192086,5.648146732816455e-08,3.4854806522605933e-07,2.155328170734375e-09,1.990445750330644e-09,1.663303341147993e-09
10,2013-12-02,0.4334187300928305,0.09868768566663912,1.8106991032754908e-09,1.0522411865394113e-09,6.350713119115076e-10,0.0780869607676851,0.389806394138776,7.958523816750419e-08,1.4294377368668353e-07,1.0424871507974705e-09,1.2176190163818524e-09,1.0469396176051352e-09
10,2014-01-02,0.3147586909252355,0.18836117617464124,4.715375799364171e-10,2.529540908726577e-10,1.7254103089992556e-10,0.15427994208679313,0.34259963057402476,5.48303907196047e-07,1.0303763963005252e-08,2.0822943389662048e-10,2.6491454873851815e-10,2.6145754175401736e-10
10,2014-02-03,0.26803492081937885,0.2130653110422488,1.0803384105694871e-09,3.087503134391027e-10,2.0024386323713705e-10,0.11182500533739313,0.40707108103793954,3.644966270104407e-06,3.414193486068967e-08,2.938898724378287e-10,3.0810107949799893e-10,4.635110973687787e-10
10,2014-03-03,0.2637888892397504,0.2408406093446708,9.686048417070156e-09,3.661027232858911e-09,2.1787786152335664e-09,0.059737788673870924,0.43563141429423174,1.1436317126040097e-06,1.2697199565110072e-07,2.9964583333799522e-09,3.405186705736275e-09,5.916268560026951e-09
10,2014-04-01,0.3921518706886945,0.1264637201590994,9.631141216334676e-10,6.952189038932329e-10,3.5408919269103585e-10,0.00010335807692372533,0.4696121599972677,0.011668857718416456,2.9444473093638285e-08,5.242965893082957e-10,5.869671963790809e-10,7.91439098762566e-10
10,2014-05-01,0.45056395340795646,0.06586870529976996,5.704420152876302e-11,4.6841397271377785e-11,2.385425738354649e-11,3.086861021385099e-08,0.48356726148455637,4.4952185333039876e-08,3.734127674080775e-09,3.253366863359281e-11,3.870261027808056e-11,5.381798424557806e-11
10,2014-06-02,0.38292232895334943,0.15099751993503824,8.625424917262491e-10,7.094310856284003e-10,3.5094115702890267e-10,2.3601658537707353e-08,0.4660800650507387,4.013858845732646e-08,1.853315223972443e-08,4.3548627753783604e-10,5.855266019923342e-10,8.435468978602591e-10
10,2014-07-01,0.31883211002664863,0.21399001021439373,9.429146639355497e-09,6.53615379469883e-09,3.6904386566215034e-09,8.552534526738511e-08,0.46717748780483576,1.5932887755993183e-07,1.0724014723297393e-07,5.006943363994842e-09,6.496225809697936e-09,8.700843599157438e-09
10,2014-08-01,0.3458179644645881,0.19530465335795744,3.14365275835859e-09,2.1707345704719664e-09,9.793897652612277e-10,1.4618957052332642e-08,0.45887731807288834,2.4499798266524597e-08,1.3248988271906117e-08,1.1088321153990838e-09,1.4224371804780936e-09,2.9117760752927475e-09
10,2014-09-02,0.3608545799013482,0.25385887275962815,3.101828680929114e-09,1.150920902703065e-09,5.298095184906001e-10,3.4752686446312377e-09,0.3852865185385264,9.853199777047627e-09,6.650257811491818e-09,5.736659893754903e-10,5.670112437830073e-10,2.8985345939472698e-09
10,2014-10-01,0.5291655732824925,0.14919503299331208,1.274446018223971e-10,6.894026082286033e-11,4.010512275995298e-11,4.856887674516382e-10,0.32163938964883265,1.8243232949639644e-09,1.2825026318094532e-09,4.52792990559639e-11,5.637665172650062e-11,1.447019765251032e-10
10,2014-11-03,0.4630216822615502,0.19719866762535884,1.1099418192296624e-08,4.477036639678228e-09,2.4191224679318473e-09,4.343945352424831e-08,0.3397794524973747,6.432703411925384e-08,3.724277339912028e-08,2.66460391565565e-09,2.999691418943768e-09,2.894658262850147e-08
10,2014-12-01,0.31001103218471193,0.3730352866830529,1.456686616187546e-09,6.562096715764462e-10,3.9828508309682006e-10,3.595111147239572e-09,0.316953584632851,3.4777160502034164e-08,4.337968379257573e-09,4.227637852142738e-10,4.266325693207164e-10,5.042856628693967e-08
10,2015-01-02,0.3275426493051357,0.355562977250417,5.315631672879851e-10,1.4076753155117807e-10,9.392338505808697e-11,6.663999300163738e-10,0.31689436184674796,1.915619786485431e-09,4.2118244717755397e-10,1.0156444695105712e-10,9.612697813324227e-11,7.630551653069885e-09
10,2015-02-02,0.32980050266021876,0.25634336464093765,2.114326676739104e-09,7.654375572366718e-10,3.9105899224045445e-10,2.3431532836494674e-09,0.3889274528124357,4.344748508376501e-09,1.7139104801666622e-09,4.530651412981044e-10,2.0575134609388996e-10,0.02492866755495595
10,2015-03-02,0.42176072026034217,0.20673106607452177,2.197174727869663e-09,5.89639178730463e-10,2.8032657451255466e-10,1.8094088974576948e-09,0.3715081440309876,2.3067083144336454e-09,1.3409640698191773e-09,3.154076147551289e-10,1.7494597258778723e-10,6.061957305331573e-08
10,2015-04-01,0.48890051764560666,0.10962959804091939,4.00522624349894e-09,2.1850625384267294e-10,9.49170142557767e-11,5.571296133656154e-10,0.4014698747157713,7.1700380383668e-10,4.908278280960337e-10,9.54942808840344e-11,4.5781490750938616e-11,3.3728161954148774e-09
10,2015-05-01,0.4657772755241045,0.1727412549133348,2.045034846048937e-08,6.986443751972358e-09,2.486048176328824e-09,3.018861219870976e-08,0.3614813097975598,6.19305508433883e-08,2.434953784589362e-08,2.642130241730783e-09,1.3351949376069238e-09,9.396134370896246e-09
10,2015-06-01,0.4560295305603633,0.26044237511085405,4.545871438740056e-09,2.3174764678330117e-09,6.962320609803785e-10,2.5810303583835926e-08,0.28352770797389426,3.1508046150592316e-07,3.3921008964142616e-08,8.140646933786615e-10,8.471819345947527e-10,2.3222877816858734e-09
10,2015-07-01,0.4289244356182081,0.27531637054027774,9.257159862195281e-09,1.1814025172017292e-09,4.832509615526177e-10,2.091241878862434e-07,0.2521824408856571,0.04357652287687882,7.644162067020856e-09,5.917206547548964e-10,6.215505802113366e-10,1.1755436416548382e-09
10,2015-08-03,0.35079339509597135,0.3791995432337342,4.27256454800359e-08,6.8272521435867015e-09,1.851123713654657e-09,1.182448115888103e-06,0.2700057405233376,6.02498693947449e-08,1.6058429008308306e-08,2.3027740281359347e-09,1.4598159702006253e-09,7.223931130807005e-09
10,2015-09-01,0.3427215782460915,0.21757857731306507,4.204555014914063e-09,1.320598421020842e-10,4.634972491617177e-11,0.31946368557402643,0.1202361519450607,1.7748514642496514e-09,5.329187573741122e-10,5.205361293117176e-11,3.175035133966691e-11,1.4721765917500995e-10
10,2015-10-01,0.1496099824021098,0.3329328281922322,6.946930823182106e-08,1.1014006690289405e-08,3.9711217086302255e-09,0.396842874727777,0.12061402612986598,8.833450239752951e-08,2.5949192802380138e-08,4.171509150687291e-09,2.501672938299304e-09,8.313670108007006e-08
10,2015-11-02,2.6500937743872156e-08,0.5706945471556817,2.153587543351277e-10,7.254821765243131e-11,2.92350703331858e-11,0.18045570699899174,0.24884971773875159,4.3065937751281453e-10,2.5241311596865407e-10,3.6685804887895e-11,1.5341506862718727e-11,5.533954537676345e-10
10,2015-12-01,1.9754278814926644e-06,0.5790997051980116,8.279981349556023e-09,1.2881628313320303e-09,5.798768280371097e-10,0.20297920495853358,0.21791907052414447,1.9769431460502354e-08,3.326602289197736e-09,6.595213377638522e-10,3.8416441285623154e-10,9.603688485598214e-09
10,2016-01-04,8.631335589583287e-09,0.5544153366284331,5.27411638289359e-10,2.1792367574648647e-10,1.0317260139934001e-10,0.19226331403347852,0.2533213356487742,2.144260560572054e-09,5.187270058896986e-10,1.2802530849553912e-10,7.800688731501993e-11,1.3404508441272657e-09
10,2016-02-01,7.048270862593707e-08,0.45705828606380133,8.198120310739481e-09,4.782714531405553e-09,2.6182336850510144e-09,0.32952485443063334,0.2134166963444323,3.817997667234635e-08,1.139162495083426e-08,3.089294350616027e-09,1.852069544095031e-09,2.256639030166955e-08
10,2016-03-01,8.065330216570623e-08,0.44144156796302153,6.99493694342834e-09,3.914931436685845e-09,2.3631937057259125e-09,0.32409649566134846,0.2344617833103206,2.7344266238956457e-08,1.0579209640984313e-08,4.070457162745709e-09,1.6767806435547289e-09,1.54682313380697e-08
10,2016-04-01,1.9194518453315074e-09,0.470980455806601,1.681163473722315e-10,1.1178950775567806e-10,6.879295510061702e-11,0.23712990622503724,0.29188963120878525,3.338059118418012e-09,3.112232642157662e-10,1.0579379808143713e-10,4.42612062790107e-11,6.920885425359506e-10
10,2016-05-02,1.3147549170891148e-06,0.41542105939439156,9.181764255672207e-09,3.0366067886068706e-09,2.121406875212087e-09,0.47286919768820523,0.11170795660031319,4.3140139705682066e-07,9.376640989856797e-09,5.615661432582951e-09,1.810776200222371e-09,9.017919344428371e-09
10,2016-06-01,3.299488221300724e-08,0.4347529623939024,1.3907524429983451e-09,8.549259910920533e-10,5.011469905741542e-10,0.27825360868099164,0.28699326830763755,1.134561280514591e-07,4.3524383450262314e-09,1.1311281656004136e-09,4.3666801316272443e-10,5.4993981146057536e-09
10,2016-07-01,4.866221247620097e-08,0.4184373744316239,9.831405764451918e-10,6.233078751859056e-10,4.256133313713586e-10,2.884472908143751e-07,0.42331797717654623,0.14697272077233867,2.9028616548598877e-09,3.509288707515307e-08,3.867822340384991e-10,0.011271550095395223
10,2016-08-01,1.293913500011307e-09,0.4337483634878251,1.2535246127903457e-10,8.845055830101888e-11,6.517692874959195e-11,6.799371380671935e-09,0.5270340617191822,8.280219269422427e-09,3.6325823648889433e-10,3.815855456515211e-10,4.0387100515935136e-11,0.039217557355277766
10,2016-09-01,1.9986680790694103e-07,0.41863927632291087,9.105542064030263e-09,4.967791610809687e-09,3.6840845414577184e-09,1.5725978640447706e-07,0.5137740896027468,4.3575099287637694e-07,3.563826386579844e-08,6.1589855986218e-09,1.7036315572574653e-09,0.06758577993845594
10,2016-10-03,1.211763030061595e-07,0.4164818295528527,7.703364222694774e-09,4.658270410656657e-09,3.6205916762217916e-09,1.9349639122556566e-07,0.4747700084434583,0.09514440388622127,7.624128369177992e-08,1.4126124977791243e-08,2.590681736958473e-09,0.013603334504456879
10,2016-11-01,2.353243704752027e-08,0.38481489103615707,2.381197885356251e-09,1.5641129069325806e-09,1.2752347303860098e-09,0.05919121319034626,0.36205633211769006,0.19393747331468572,2.1654998900134624e-08,4.476060560351413e-09,1.0692478784937143e-09,3.4387831069763115e-08
10,2016-12-01,0.017156966620657788,0.3068126529752646,3.3440576846504407e-10,6.803693082119989e-11,5.3633902881602444e-11,0.08968615506209761,0.2381406418369932,0.2985121161432339,1.3406594811850865e-09,1.6402171990164595e-10,5.7081123915299634e-11,0.04969146534391391
10,2017-01-03,0.08119849284772428,0.23999484848994426,8.31417053145056e-10,1.0883410406523615e-10,8.754483247993006e-11,0.3666699471881339,0.22078756975134922,3.381084490074351e-07,4.490113906117702e-09,1.8900982845848812e-10,1.0626494935394434e-10,0.0913487978012147
10,2017-02-01,0.13086922266820883,0.2852660992712265,2.9681840247684187e-10,8.226704944912178e-11,6.70460806150799e-11,0.3537295171112641,0.21670260039731867,1.2981370312074052e-06,1.4818378972347754e-09,3.737071237507079e-10,7.96853664801087e-11,0.01343126003358893
10,2017-03-01,0.1545881494983999,0.27658232127217736,3.395605440286552e-10,1.078155509628497e-10,9.091439100625687e-11,0.3301162161222805,0.238713226448266,4.1583345995209685e-08,1.4448386950154919e-09,3.158171034314248e-10,9.924811875200837e-11,4.26773356700147e-08
10,2017-04-03,4.395193659273076e-09,0.3965914294512552,5.471106353895488e-10,2.0213559007769678e-10,1.70639390630725e-10,0.4416239248879284,0.16178462700396054,6.9095019913936585e-09,1.4565946804680484e-09,6.039382095097527e-10,1.5849720146980814e-10,4.213244373545655e-09
10,2017-05-01,2.65783913554775e-08,0.4330203985300823,1.9245328360313982e-08,3.882774933054687e-09,3.399925833724912e-09,0.4109121486520818,0.15606723859037946,8.460620182727032e-08,1.8707296013192963e-08,3.440262740464902e-08,2.9748736231774506e-09,2.043003711052661e-08
10,2017-06-01,1.0224127587946166e-09,0.43655971252686937,5.3619023345455e-10,1.6798575522973834e-10,1.454264872809365e-10,0.4017289264375755,0.16171133882534,8.929115608132786e-09,9.746750946808197e-10,9.748902768070139e-09,1.4964501483653926e-10,5.3586154495096e-10
10,2017-07-03,9.899184126175445e-09,0.38411691295422434,2.1264645256310845e-09,3.282253490221533e-10,2.5654398621863825e-10,0.3345415200761247,0.17061570434516465,0.11072584382895617,3.547631551050154e-09,5.810327398664141e-10,2.1269389555229539e-10,1.843753973136348e-09
10,2017-08-01,2.806971562377125e-08,0.3833452252412249,2.279815467701369e-08,6.877629350337303e-10,5.480616550706942e-10,0.3488700011769698,0.09378000829060373,0.17400469527685214,1.1127336956365444e-08,2.71868832865143e-09,5.510429880486064e-10,3.513586446487524e-09
10,2017-09-01,7.933719309364127e-10,0.37273551818068784,3.134718143821348e-10,6.487311939003068e-11,4.962096118499309e-11,0.5731675259986297,0.05409685791299146,9.508557463943181e-08,5.395588262822626e-10,8.101895916946519e-10,4.8024186171342734e-11,2.0300585423840168e-10
10,2017-10-02,2.6854792267840346e-08,0.28403927730904754,0.08143860423684125,1.6746587724153244e-09,1.277210143840394e-09,0.09290301215551715,0.06801087101897414,0.4644709677740006,6.33886464463229e-09,0.009137218397605397,1.502961221077871e-09,1.1459526745969128e-08
10,2017-11-01,9.711871375948346e-09,0.35239781202766696,9.845352041640058e-09,6.331904724566878e-10,4.282427134621007e-10,6.55875456984947e-08,0.027289274466620023,0.5785680311270597,1.8502174379625696e-09,0.04174479293251902,4.651338041585752e-10,9.245807727231489e-10
10,2017-12-01,1.7582997898773616e-07,0.2985216325609204,0.042320838273480155,8.737413951651582e-10,5.672931663899837e-10,1.2171215012232844e-08,1.3505539796202452e-06,0.596253109068614,3.7097612761085037e-09,0.06290287454962265,5.895368363343419e-10,1.251856637443789e-09
10,2018-01-02,1.1039788346144553e-07,0.35036313821044396,1.7734798400581728e-09,2.666515016156746e-10,1.4603064569656705e-10,6.373953191497959e-10,3.1015084210426184e-10,0.5879701041181832,1.3165247092976465e-09,0.06166664247999822,1.5419431257548477e-10,1.8906424874371182e-10
10,2018-02-01,0.06760352512396016,0.4023805572886432,4.0161513444511457e-10,1.3668065855682042e-10,9.86207157551509e-11,4.089389737571374e-10,1.6636079019819605e-10,0.4538025155144482,6.394157374158244e-10,0.07621339996676273,1.6963683079324616e-10,8.49168421338718e-11
10,2018-03-01,1.25183537380557e-07,0.38040232605007274,1.5185134182269618e-08,4.902068806150996e-09,3.602856291431018e-09,1.1891391917201863e-07,1.0280150739165387e-08,0.5037908063168253,5.9460689952236003e-08,0.11580652076813815,5.593500572760963e-09,3.743106717752446e-09
10,2018-04-02,5.529464279010725e-09,0.35442702884594557,5.486975549145333e-10,1.7575136892258326e-10,1.275914357289475e-10,1.820574607514392e-09,2.6067057772879353e-10,0.5203585320456522,4.723919350397571e-09,0.1252144254608346,3.284120392646534e-10,1.3248638280895502e-10
10,2018-05-01,8.377116068149417e-09,0.3339155120868334,2.0394576216521724e-08,1.3777678211037547e-10,8.08161725084878e-11,5.866577513009162e-10,1.686817779785056e-10,0.5258002352270651,8.14715720942901e-09,0.1402842144977339,1.7289795440138067e-10,1.2268772584572266e-10
10,2018-06-01,1.4311687194675757e-08,0.3365161400508248,0.002761705075346086,1.6275558820865558e-09,1.1958930432264056e-09,1.645736920647943e-08,3.7291624969168835e-07,0.5618892046182937,7.0776493603033365e-09,0.09883253046374545,3.9954933120623725e-09,2.2098922191586333e-09
10,2018-07-02,1.4860539353594794e-07,0.37805709607562327,1.5408549231695476e-06,5.610751641191619e-09,4.09760922358576e-09,1.8396206265496174e-07,0.16718184672711792,0.405142456358494,3.0977945490194905e-07,0.04961637828550042,1.8830450059543526e-08,1.0812619394550496e-08
10,2018-08-01,7.765507516050249e-07,0.32183373552309097,0.014557878241068575,4.0443195424478756e-09,3.0973941916445116e-09,1.4700875626260935e-08,9.877927492001085e-09,0.5658543735407774,1.923582946046691e-07,0.09775295825920476,4.882927131104713e-08,4.977023920212676e-09
10,2018-09-04,0.11276439054699754,0.3879763529206959,0.016994492140242186,1.1784541022494805e-09,7.528070881599152e-10,1.814153008696297e-08,0.14843492186218393,0.28810838347172846,1.335484474764565e-08,0.04572137021518078,5.199902966112325e-08,3.4163056888234628e-09
10,2018-10-01,0.1707149672547167,0.35048770737088797,9.74013578332364e-09,1.203563115185113e-10,9.145776494335924e-11,2.1318334354825451e-10,2.1781236448407083e-08,0.40041598911002907,1.2698484085425259e-08,0.07838122058857089,7.085514498278045e-08,1.7579681049600382e-10
10,2018-11-01,0.1057416457282606,0.2047069757145406,3.6472568880938136e-09,1.4131252971478673e-10,1.0482845831619772e-10,1.0702302583291893e-09,3.7472991556531704e-10,0.42678905791874044,0.17488387107934,0.08787843795448284,6.07907746894015e-09,1.8719993009676484e-10
10,2018-12-03,0.27737082266437724,0.06916383740003296,4.262911446719471e-09,1.502622202365738e-09,9.857988472025038e-10,0.20200692392251512,4.3373959534629225e-07,2.1791536892470737e-07,0.25249481532557366,0.19896293549440142,2.167132720484013e-09,4.6196701815134514e-09
10,2019-01-02,2.014645098382963e-06,0.1318627045186176,8.808904803685064e-09,2.8344113059275315e-09,2.1318374459242313e-09,4.381791741667289e-07,0.07452319941921531,0.09822186683961101,0.4919037230922815,0.2034860325074826,3.6366659636270123e-09,3.386700002241861e-09
10,2019-02-01,1.675167097196599e-06,0.17904610352579547,0.018281685038198298,2.6803291285803993e-09,2.7684938854690235e-09,5.193612211239067e-09,9.247451711553706e-09,0.2148725145691833,0.44198272173418063,0.1458152290790573,4.435163922190121e-08,6.644961556365769e-09
10,2019-03-01,1.2633493487577125e-08,0.18934110516634575,0.05315337708328085,1.5391907480725786e-10,1.5019315345406506e-10,4.911904221507758e-10,3.905151375128941e-10,0.35565371657788397,0.3519907490593185,1.6437691957540898e-08,0.0498610213393346,5.168329968604348e-10
10,2019-04-01,6.704860180860883e-10,0.19213212301632937,3.022908573243284e-10,7.518201881480604e-11,6.061776334167579e-11,1.5622602367139596e-09,0.01683345036111417,0.2558280146914514,0.5224115535191347,3.652043870417341e-08,0.012794819072277759,1.4841704497918574e-10
10,2019-05-01,9.709061081707936e-10,0.30878487124912585,3.1977404546012247e-10,1.0244925836276802e-10,6.398708031763388e-11,0.018513608466614033,4.8448329611518104e-08,0.3859399016364181,0.28676156699392263,6.62560656430122e-10,8.027007927580084e-10,2.832117038105541e-10
10,2019-06-03,3.388352471582443e-09,0.22426656923260158,9.631538287304e-10,6.329690445152455e-10,5.067449928828336e-10,4.287707770179279e-07,2.3025198684230624e-08,0.5204463696256555,0.23923138085359236,0.01605522089706331,9.461883188333513e-10,1.1577028999722987e-09
10,2019-07-01,1.3673504068559995e-07,0.2864872046874344,2.384700531610827e-08,1.5940330152413363e-08,6.568277811954331e-09,8.499979211234813e-08,2.3048704543453022e-08,0.4856514217972072,0.22786069014644733,3.6934867813840527e-07,1.3780266341101321e-08,9.100816098963347e-09
10,2019-08-01,3.522935130820343e-07,0.2456293618753304,1.1956455801130355e-08,7.940761628405567e-09,4.4936840506122904e-09,1.234299910298987e-07,1.754792030186908e-08,0.43670461839057356,0.31766538283450724,6.337877692606894e-08,4.91380848558187e-08,6.7204012568598945e-09
10,2019-09-03,3.400363157068355e-07,0.25815025888937837,3.506587733962135e-10,3.152361235054593e-10,1.883998939924851e-10,4.827840662706473e-08,1.4425976866251134e-08,0.6994477036778572,7.425585249850531e-09,0.04240162542687636,5.432638448620123e-10,4.420447967029568e-10
10,2019-10-01,0.20789952190871608,0.12028435669227348,1.2456279852982393e-09,1.3768163519589714e-09,8.623602756800906e-10,3.512308661914858e-08,0.02281634483312378,0.632352014620841,1.4458629859004673e-08,0.016647704990509042,1.4047397583957167e-09,2.4832757827966397e-09
10,2019-11-01,0.22682286322947554,0.15155605172082515,7.147100517406401e-09,4.114641464392133e-09,2.462111937548409e-09,5.991412177297924e-08,0.11760036384316777,0.41244213670866037,2.6793441440990914e-08,0.0915783794472314,3.815346388091056e-09,1.0080387627722351e-07
10,2019-12-02,8.605986015037594e-07,0.3668043847129128,2.470723618504537e-09,5.549122305279593e-09,1.4528640641554483e-09,2.6227261591679094e-08,0.3111416732214844,0.2215795019377327,2.7088318083699213e-08,0.10047348088246424,2.5367190971913467e-09,3.3321795638782303e-08
10,2020-01-02,9.508695518795472e-09,0.35602667120674325,9.010280931448779e-11,1.7803957758463254e-10,6.028380266904222e-11,1.452788047628293e-09,0.16188549397884655,0.24357191657428748,1.0530485102265068e-09,0.23851590533827097,1.3511670956554662e-10,4.237767937428291e-10
10,2020-02-03,1.8424833477025372e-07,0.36221289893327274,8.54535637719813e-10,1.021407244573515e-09,4.859148456150401e-10,1.2614196748213201e-08,0.3528786553634374,0.1283501892990741,3.992905624012418e-09,0.15655804939210827,7.394700082523466e-10,3.055342578491968e-09
10,2020-03-02,1.3986569795359326e-09,0.32031917953140066,3.233108574891388e-10,4.2694056766269363e-10,2.5478222245478765e-10,8.2529648434493e-08,0.5115964995873119,0.09862913498737957,2.5448795104781597e-09,0.06945509767324479,3.4265529776320424e-10,3.997891608442689e-10
10,2020-04-01,4.893708503207794e-09,0.2344374292160749,1.5619275681973775e-09,2.114774614644757e-09,1.8271560963421731e-09,0.5422252506599304,0.22332109900585367,4.68069757615886e-09,3.3973341912622166e-09,1.619872063033458e-05,1.9089469930486384e-09,2.01296513721473e-09
20,2010-04-12,1.5068124812903566e-09,0.10501661032775672,4.667682396445176e-09,6.685512957966931e-10,1.2072538608316582e-08,0.6934184048576646,6.390890164036252e-10,0.009236221399386135,0.08115985369778236,0.11116887801933772,5.3961792064910095e-09,6.747219485238484e-09
20,2010-05-03,2.364662692748018e-10,0.09953667026745695,1.6293591970124732e-09,9.955110132252265e-11,1.3604644273529465e-09,0.6902789364810148,1.055544910071594e-10,0.012445455613785452,0.08375344773742428,0.11398543977698766,8.420474334857376e-10,4.5849888029335895e-08
20,2010-06-01,3.3748830222213786e-10,0.08567740583473353,1.752579202874026e-09,1.4899249499123265e-10,7.633836006908826e-09,0.701116884558055,1.7382487163121134e-10,0.01592737022983709,0.07433392407078822,0.11722434511322512,5.642474746645981e-10,0.005720059582392749
20,2010-07-01,1.7656495222538748e-10,0.05963931604324185,4.632277980588318e-10,7.929978822767572e-11,1.1817852967578522e-08,0.695726629450635,7.990698944583237e-11,0.024047498010879024,0.08421467133723204,0.1204809168632702,2.2345652545688473e-10,0.015890955454432917
20,2010-08-02,2.462339594389849e-10,0.051485138432783434,1.4966797365189288e-09,1.1850815927348475e-10,1.5035315570615643e-08,0.6929835666514406,6.827024488278895e-11,0.021019465700595957,0.10493530537336145,0.10978920126716125,3.9137298024772374e-10,0.019787305218276815
20,2010-09-01,2.507246037693324e-09,0.04784375656348195,9.865240216097846e-09,1.1949034450901968e-09,8.069997267877554e-07,0.6832710718554674,8.629630947783748e-10,0.04168794652014604,0.08804480209697017,0.11739609766842334,4.071388182880432e-09,0.02175549979404338
20,2010-10-01,7.941254812198686e-11,0.06647007880908434,1.285592128974429e-09,3.774332388508149e-11,7.45104910071971e-10,0.6937020939184408,3.248510610805949e-11,0.028590099149749162,0.08857592743936483,0.10727166626582103,1.1912002643958676e-10,0.015390132118081656
20,2010-11-01,1.1850290747021998e-10,0.06453841563938308,2.1283998108132414e-09,5.409974621259199e-11,2.6830994487535395e-10,0.6996606727983109,4.007254729618621e-11,0.018495574453731286,0.09890087866380566,0.10295847783888243,1.5453635200670384e-10,0.01544597784196546
20,2010-12-01,6.835725433540211e-10,0.0760664059122886,9.21884273762471e-08,2.7619928200444933e-10,7.279621947275853e-10,0.6829074284235755,2.387689885593324e-10,0.018942193883939848,0.10072247461515582,0.11042733124585247,6.713598733220744e-10,0.010934071132897507
20,2011-01-03,2.5510674855046255e-09,0.07777708654386097,0.00356596004769101,1.0227650090297865e-09,2.296480675472395e-09,0.6710045199066311,8.077617130336121e-10,0.018242440914959898,0.11450802934092379,0.10651756187990391,2.363816718067377e-09,0.008384392324137763
20,2011-02-01,1.4650760720379956e-10,0.11238744352252227,1.8176312647343158e-09,6.759736296182144e-11,1.053294400951167e-10,0.6835040935994944,5.443014896838275e-11,0.0045990321953671845,0.11170450598765652,0.08780491949732462,2.473823411585587e-10,2.758756879083132e-09
20,2011-03-01,1.7703158247999366e-10,0.11965230972716902,1.4918796116878816e-09,7.880703599951821e-11,9.706964414132701e-11,0.6708217094026613,6.086881396120186e-11,0.015982924245495016,0.10490475266677785,0.08863830094061731,1.6969399867059667e-10,9.419287036844865e-10
20,2011-04-01,1.746027329149708e-10,0.11392197606514808,6.539136191927033e-09,6.842201598417121e-11,1.0667832785280872e-10,0.6524781008594491,5.789286301058121e-11,0.027604367545786258,0.10383621675999682,0.10215933113679238,1.4145363203296492e-10,5.44641712496855e-10
20,2011-05-02,3.297716062930205e-10,0.09659253471701003,0.006402051164031855,1.308691879318535e-10,1.9052550269268817e-10,0.6466693319496202,1.174864131653308e-10,0.029104671105933975,0.09719154309248908,0.12403986491100033,2.0923952597722238e-10,2.0820224249743894e-09
20,2011-06-01,2.1070561946746277e-10,0.08956650860819106,0.0016976300849781008,7.718542657492585e-11,1.166979042795084e-10,0.655337533191403,7.567084097940497e-11,0.03610004510616185,0.10129887745222646,0.1139983564489552,8.542812072049919e-11,0.0020010485423965587
20,2011-07-01,4.771253783951371e-10,0.10192783219218801,2.7219708114593643e-08,1.8460995435434857e-10,2.620388258199653e-10,0.6529411332706068,1.5950487032637117e-10,0.03584586618734762,0.10104081977751851,0.10824422268292713,1.5151695399831718e-10,9.74349079366659e-08
20,2011-08-01,1.7209233047188142e-10,0.09952963290420132,6.24407968690514e-10,7.43582028169011e-11,1.1680314883792321e-10,0.6420035928475556,6.731980918311867e-11,0.04293003537456577,0.09442025154058899,0.12111648290242452,7.427394706046967e-11,3.3014085288520552e-09
20,2011-09-01,6.310690566058684e-09,0.08949358236444095,1.1591920653778516e-08,2.960934375646629e-09,5.175767473449075e-09,0.6289737556820136,2.5906043095035875e-09,0.03145835940418819,0.10324186809882949,0.14683235136509606,2.9992123221761062e-09,5.14563019114311e-08
20,2011-10-03,3.413699783382564e-11,0.11603206438340613,5.123536619833494e-11,2.1315253784442407e-11,3.293876157875256e-11,0.5337185115879466,7.0110563952742e-11,0.19779243009306965,0.03580575762874386,0.11665123596180939,3.824714603422876e-11,9.704021188032895e-11
20,2011-11-01,1.3528708659571267e-09,0.08691246876833363,1.0143455832033883e-09,6.085911908939789e-10,1.1915838914940514e-09,0.3086028152370142,1.0257769843549467e-08,0.3338421758832304,0.12372800585263771,0.14691451768886232,7.058425960712748e-10,1.4389177345514979e-09
